par_id,art_id,keyword,country_code,text,label
8453,@@25016305,in-need,au,""" This incident will not tear us down but rather strengthen us as an organization . We will continue our mission of helping Veterans in need . It is through your generous donations and the volunteers in Chapter 84 that we have been able to provide transportation service for Veterans to their appointments at VA facilities and to build wheel chair ramps at no cost to the Veteran . There is scarcely a family in Alexander County that has not witnessed Chapter 84 's Honor Guard perform Military Rites at a loved ones funeral . Last year , Chapter 84 voted to support ' Dental Care for Veterans , ' a program that is getting underway by the DAV Department of North Carolina . Through this program , Veterans will be able to receive primary dental care at no charge .",1
7594,@@4620186,vulnerable,jm,"February 6 , Chief Executive Officer of the Association , Saint Rachel Ustanny , highlighted that one of the strategies of Famplan for 2014 , is to utilise health fairs to reach the most vulnerable in the Jamaican population .",0
8196,@@1527215,poor-families,ca,"A new law in India passed this year makes education free and compulsory for children . The law may help young girls like Mya Harwal , 10 , who lives in a New Delhi slum . Many poor families have preferred to invest in education for boys , since they are more likely to provide for their parents later in life .",0
1882,@@17440570,vulnerable,pk,World Bank approves $450m to help vulnerable people in Pakistan,0
8872,@@18951728,women,ca,"About OvaScienceOvaScienceSM , Inc. is a global fertility company dedicated to improving treatment options for women around the world . OvaScience is discovering , developing and commercializing new fertility treatments because it believes women deserve more options . Each OvaScience treatment is based on the Company 's proprietary technology platform that leverages the breakthrough discovery of egg precursor ( EggPCSM ) cells -- immature egg cells found inside the protective ovarian lining . OvaScience is developing OvaTureSM , a potential next-generation IVF treatment that could help a woman produce healthy , young , fertilizable eggs without hormone injections and OvaPrimeSM , which could increase a woman 's egg reserve . OvaScience 's AUGMENTSM treatment , a fertility option designed to improve IVF success rates , is available in certain IVF clinics in select international regions . OvaScience treatments are not available in the U.S. For more information , visit www.ovascience.com .",0
10050,@@24284225,migrant,bd,"The city of Athens was chosen for the quality of its activities , supported by the entire book industry . The aim is to make books accessible to the city 's entire population , including migrants and refugees .",0
8209,@@25888209,disabled,sg,"The disabled community had requested a device with three large buttons , each connected to police , fire/rescue and medical service , that enables them to speed dial in a hurry . "" But it was quite expensive for the Ministry of Internal Affairs , "" she notes .",0
4944,@@15872434,vulnerable,ke,"Critical infrastructures such as electricity or communications are vulnerable , but major state actors are likely to be constrained by interdependence .",0
6793,@@15750854,migrant,ca,""" What I think is interesting about them is that they 're from two different localities suggesting that , you know most people thought , ' oh it must be the port cities if it occurred because it 's where you have immigrants coming in and it must be coming from Africa because that 's where malaria is endemic today , ' "" said Hendrik Poinar , lead researcher , evolutionary geneticist and director of McMaster University 's Ancient DNA Centre .",0
2992,@@1621743,immigrant,lk,"In a landmark ruling Britain 's Supreme Court has delivered an absolutely very British verdict , sparking new fears that a new group of immigrants will have an easy ride to life in the UK . The highest court of law in Britain , ruled that gay asylum seekers can not be deported if they had a real fear of persecution in the country they are to be returned to . And the verdict contained observations unlikely to be matched anywhere but in modern Britain . With typical candour , Lord Rodger one of the Supreme Court judges , borrowed from typical British life to give an example of the Court 's intention in providing protection to those of a different sexual persuasion .",1
3940,@@2097787,vulnerable,ph,"Poe , an independent presidential candidate , made the call since the Philippines is admittedly one of the world 's most vulnerable countries to natural calamities . This fact was highlighted by this week 's typhoon ' ' Lando ' ' that wreak Luzon .",0
5032,@@17500604,immigrant,pk,"In Wednesday 's Dutch elections pollsters were proved wrong yet again after Brexit and Donald Trump 's flabbergasting triumph . However , this time around they faltered by overestimating Wilder 's grandiloquence . His PVV was a far second with 13.1 percent of the vote . Although the ' scare ' of alleged neo-fascist threat has for the time being averted , a third term continuance of Rutte 's government will impose even harsher austerity against the workers and ordinary Dutch . Euroskepticism and xenophobia are far from gone . Rutte has used Wilder 's rhetoric , only more calculatedly when he warned the immigrants , saying , "" If you do n't like it here , you can leave . """,0
8002,@@4553449,vulnerable,pk,"After all these sincere efforts has been made by our worthy rulers , no positive progress has been clued anywhere.Progress has stalled due to institutional failure on the part of the government policies and practices . In addition to policy ineffectiveness and corruption , Pakistan has not funded environmental protection efforts adequately . Consequently , today a majority of the population does not have access to potable water due to industrial waste and agricultural runoff that contaminates drinking water suppliesand are vulnerable to the horrendous waterborne diseases such as cholera , diarrhea , typhoid , bacterial infections , hepatitis , paratyphoid fever , bacillary dysentery , E.Coli infections , Salmonellosis etc.It is estimated that over 230,000 children die a year because of water-borne diseases . The standard of household water in USA is quite good than the packed treated water of Nestle or Aquafina etc over here .",0
9411,@@9977503,in-need,ph,""" The boxing community is wonderful at helping those in need , today is a prime example .",1
1873,@@1153576,disabled,ca,"He was , of course , referring to Israel 's very clear line - they will prevent Iran from attaining messianic weaponry by any means necessary . It would n't be the first time that Israel have done so , either . In 1981 , Israel bombed ( and subsequently disabled ) the French-supplied Osirak reactor , disarming Saddam Hussein and doing what , somewhat ironically , Iran had failed to do a mere few months prior .",0
10249,@@18798766,in-need,my,There are also angels who get together and help a larger group of people in need .,4
2969,@@2656331,in-need,lk,"The same Mahinda , who then clashed with a Governor to safeguard the people 's mandate , now appears for a Governor to our dismay . Wijetunga committed a folly through his attempt to cling to power in the Southern Provincial Council ignoring the people 's mandate . It was the South and this is the North . The North is not like the South . The entire world is looking at the happenings in the North . LTTE-led Tamil Diaspora is in need of taking Wigneswaran out . They have been planning to hold Gandhian style hartals in the Northern Province since then . When the Army is deployed to suppress these hartals , there will be clashes . If Tamil people are killed in these clashes , the international community can rationalize their engagement in safeguarding the Tamil people .",0
3855,@@7970662,migrant,my,"Sweden , a popular destination for minors , alone received around 24,000 Afghan child migrants in 2015 , more than what all of Europe received in the previous year .",0
872,@@30095070,women,bd,"For women wanting to start or expand a business , access to finance is key . Seventy percent of women-owned micro , small and medium enterprises ( MSMEs ) are underserved by financial institutions in developing countries . Women struggle to borrow in a region where land is required as collateral but where very few are landowners . So women-owned enterprises are consistently smaller and concentrated in less profitable sectors .",0
3393,@@7806446,women,ph,"Rabaya said other organizations that supported the training for women and housewives are the Barangay Women 's Organization , the **25;97;TOOLONG organization , the senior citizens , barangay parent leaders , single parent organization and the Handmaids of the Lord .",0
5446,@@24414164,women,ng,"They committed to promoting gender equality and inclusion , as well as the empowerment of all women and girls in social , economic and political life .",1
9502,@@25500889,in-need,tz,""" If you are in need and you no longer obtain concessional loan , you must shift to other type of loans which are more expensive . What we are seeing now is that concessional loans have declined and countries are forced to go for non-concessional loans with short terms . """,0
4909,@@227973,migrant,gb,"U.S. Border Patrol agents walk fences on the Mexican border , and detain illegal immigrants - including children - before returning them to south of the border . A majority will try to cross the border again",1
9122,@@9059430,women,sg,One of the women participants with her colleagues at the event.PHOTO : CHOO CHWEE HUA,0
476,@@938238,in-need,za,"For example , there are an increasing number of social media tools , mobile and location services that make it simple for people to broadcast data about where they are and what they are doing . This means a plethora of real-time information is constantly available , from pinpointing roads in need of repairs to which stores are out of stock on a particular product .",0
5333,@@1856916,immigrant,ng,"LOL where is that BN commenter that was asking for thanksgiving photos from follow-follow people ? See your friends here . We should focus on October 1st sales , May 1st sales , May 27th sales and Eid sales . But nooooo ... before you know it we will start July 4th sales . Also , is n't thanksgiving linked to the massacre of native Americans ( aka MINORITIES ) by bigoted European immigrants who later claimed the land for themselves ? Our own is just to do copy and paste",0
3037,@@20321273,homeless,nz,"On the day of the first head-to-head debate , National shoved $27m into housing for the homeless at the City Mission -- helpful . But too bloody slow . Addressing rough sleeping -- one of the last things National did -- behind everything else .",1
7531,@@13779482,vulnerable,jm,"The solar plant is expected to supply electricity to 40,000 homes and businesses in the area , a big deal in a country that is still heavily dependent on hydroelectric power for its energy needs , said Philip Karumuna , an engineer managing the project . Hydroelectric plants depend on the flow of water , making them vulnerable to dry spells or droughts .",0
2406,@@16303865,vulnerable,ke,"The team is extending medical services as part of Sino-Kenya cooperation and will focus efforts on children , the elderly as well as the most vulnerable members of society .",0
6138,@@18944554,vulnerable,lk,"At least 20 deaths have been reported during the past five months near vulnerable places on railway tracks or stations , while the victims tried to take selfie photos using their mobile phones or while engaged in conversations with their headhones plugged , Railway Security Superintendent Anura Premaratna said yesterday .",0
3295,@@15073095,hopeless,za,""" The timing suggests a desperate , eleventh-hour attempt to prop up a prosecution that , clearly , was hopeless from the start . This is information the NPA should have gathered long before any decision to prosecute was made , and the NPA 's failure to do so underlines the irrationality and unlawfulness of its decision . This is especially so given that the information is likely to be exculpatory , "" the HSF said in a statement .",0
6332,@@7016244,disabled,ca,""" We just could n't believe it was such a circus , "" Derewianchuk said of a previous zoning hearing last month . "" Who said just because you 're disabled you have to live in a dive ? Why ca n't they live in a nice home ?",3
1650,@@16080372,refugee,in,"He said the refugees who chose J-K as their home can not be held to ransom , "" while some of their counterparts in rest of the country have become Prime Ministers like Inder Kumar Gujral and Dr Manmohan Singh "" .",0
3697,@@8682612,women,gb,There are currently just two women members in the mayor 's top team .,0
3510,@@16680283,in-need,ca,"Fukami listed other courses offered at the U of C that interactive studying methods can help students solidify concepts , including ANTH 331 : Sex and Gender . He is offering his services to anyone in need of a study buddy .",0
6041,@@8979827,poor-families,za,A : They are taking inner-city kids of poor families and teaching them values through golf . Persistence . Honesty . Hard work . Sportsmanship . How you deal with life .,3
7564,@@22698109,poor-families,gb,""" It is a very major change in Medicaid that for the first time would allow people to be cut off for not meeting a work requirement , regardless of the hardship they may suffer , "" said Judy Solomon of the Center on Budget and Policy Priorities , which advocates for poor families .",0
9954,@@14829946,women,lk,The National Police Commission ( NPC ) yesterday said that a new mechanism had been put in place to tackle sexual harassment of policewomen by their male counterparts .,0
5623,@@14542252,in-need,in,"In his article , Chattopadhyay said , "" The drivers should be included in the state government schemes immediately . Their subscription should be used to build a fund to help them - and their family - in need . Union leaders should shoulder their responsibility truthfully . "" He also suggested the union should meet the auto drivers at least once a month to harp on discipline and meet the people of the locality ( where they ply ) at least once every three months .",0
687,@@22262575,immigrant,in,"Changing the rule would n't prevent H-1B spouses from pursuing other avenues for work authorisation , but it could deter a number of high-skilled immigrants from staying in the US if their spouses ca n't easily find work , CNN reported .",0
9578,@@15479286,women,lk,Women in Sri Lanka have proven their skills and capabilities in competing equally with their main counterparts in various fields . Among them there are some women who are using their skills and capabilities for the betterment of the society instead of their own personal gain . This week the Empowering Women 's corner brings you the story of such a woman who has become a well-known character in the society due to her social services . She is a model character who has proven herself by withstanding countless criticisms and challenges to continue her journey beyond the role of a traditional woman .,0
2766,@@1728204,in-need,in,"Director Mysskin needs no introduction . In his short career in Kollywood , he has proved to be an astute film-maker . With two films to his credit , Mysskin weaved practicality with imagination to wow the audience . An avid book reader , he ensures that the movie he makes is hard-hitting and makes an impact on the viewer . We would see a few interesting facts about Mysskin in this week 's trivia .",0
3036,@@23894807,in-need,za,"At the back De Bruin needs to restore the midfield pairing of Harold Vorster - who did n't feature against the Jaguares - and Lionel Mapoe , with Rohan Janse van Rensburg playing off the bench .",0
1240,@@2644443,women,us,"Of course , physical harm is only part of the story . Largely normalized and unseen , violence against women surfaces in an insidious variety of forms : gender pay inequality , sexist jokes and advertising , Photoshopping , pornography , the list goes on . It also reveals our national and ecclesial obsession with the female body and its rights and limitations in matters ranging from birth control to abortion to homosexuality .",0
4638,@@2915278,in-need,ie,"Chronic back pain refers to pain that lasts longer than three months . While in most cases the cause is mechanical , i.e. it is caused by an injury or a strain , 3% of cases are caused by an inflammation and this type of back pain needs to be managed differently .",0
2405,@@1415929,in-need,us,We think it 's lovely that so many have come forward to help out a family clearly in need !,3
6467,@@14128860,women,hk,"But in pregnant women it can cause microcephaly , with newborns having abnormally small brains and heads .",0
8875,@@40074233,immigrant,lk,"These channels have all played a role in Sri Lanka 's past growth as well . The rubber tyre sector was pioneered by an immigrant from Belgium , for example . In the garment sector , today 's two largest exporters were started by descendents of immigrants from Gujarat , and in general most of the largest post-liberalisation companies started as joint ventures or FDI . Finally , the rapidly-growing IT sector is bolstered by the connections that Sri Lankan entrepreneurs made while living in Silicon Valley and elsewhere . Yet in spite of their transformational impact in the past , there remain significant barriers and disincentives to immigration , return migration and FDI in Sri Lanka today .",0
4110,@@19633024,homeless,au,"A few days after the murder -- and before the killers had even been identified -- the local council passed laws that criminalised begging , and allowed rangers to throw away blankets which were routinely stored in bushes in the river bed by homeless people , to help them survive the freezing Alice Springs winter .",1
6759,@@465501,vulnerable,ca,"While Woitt may be informed , he has never voted in a municipal election . This year , though , the City is making it more accessible for him and other vulnerable Edmontonians to exercise their democratic right .",0
741,@@4452596,vulnerable,lk,Instal CEEs with the involvement of the vulnerable local people,0
1063,@@16536265,hopeless,nz,""" So many of us see the state of our home as some kind of reflection of our self-worth ( even though it 's not ! ) , and a mess can so easily make you feel like a failure . And for those who have mental illnesses , chronic illness , chronic pain , or disabilities , this can be even worse , because when you 're not physically able to do a whole-house clean , it can all seem a little hopeless . """,4
1167,@@24825126,disabled,sg,"At 1.3 seconds before impact , the self-driving system determined emergency braking was needed . But Uber said , according to the NTSB , that automatic emergency braking maneuvers in the Volvo XC90 were disabled while the car was under computer control in order to "" reduce the potential for erratic vehicle behavior . """,0
7743,@@7047251,homeless,au,Sisters is a knucklehead comedy -- sporadically amusing and always happy to resort to dick jokes -- saved a little by the appeal of its leads . Kate ( Fey ) and Maura ( Poehler ) are shocked to learn their parents ( Dianne Wiest and James Brolin ) have decided to sell the house they grew up in in Orlando . Maura is a single nurse who lives nearby ; Kate a less stable type happy to return to her old hood given she ca n't hold down a job as a beautician and is essentially homeless .,0
291,@@236859,disabled,us,"The vast majority of workers who show up to the Filipino Community Center 's outreach meetings are caretakers in group homes for disabled and elderly people . They are no strangers to being ripped off . They may not know the details of the minimum wage laws , said organizer Mario De Mira , "" but many can just tell when they 're being broken . There 's a certain level of exploitation that happens to a lot of workers when they realize this is n't right . It 's almost a moral thing . """,0
4007,@@3350386,poor-families,us,Kentucky hides identity of stores penalized for breaking rules of food program for poor families,0
5284,@@20018972,poor-families,ie,""" This group does fantastic work and has about 3.500 street children under their care . They support very poor families in so many ways , Medical Centres , Schools , Training Centres and much more they have a 24-hour hotline for any child that may be in danger .",2
3921,@@15013542,disabled,sg,HONG KONG * The authorities in Hong Kong are closing down a nursing home for the disabled following a sex scandal and reports of suspicious deaths at the centre .,0
9588,@@4188018,poor-families,ca,"None of it is traditional or timeless or built into the religion . Indian culture or economics or poverty are n't causing it , but it is having a dire effect on them . It has arisen and become a faith unto itself . It is unrelated , in any important way , to the wider culture - but it has choked back social and economic progress , preventing poor families from becoming more prosperous .",0
2559,@@24580509,refugee,bd,"Rohingya insurgent attacks on security posts in Rakhine in August sparked a military operation that has sent nearly 700,000 Rohingya fleeing to refugee camps in Cox 's Bazar in Bangladesh . Security Council envoys visited those vast camps last week .",0
8267,@@1280895,disabled,gb,""" Technology is the new frontier in the disabled market and there are a whole range of new products for different needs , from systems that can mechanically make a paralysed person walk , to innovations that can electronically trigger muscles . """,0
8354,@@17170453,refugee,us,Hewad Hemat is one of Sen. Richard Blumenthal 's guests for President Donald Trump 's address to Congress on Tuesday . He is an Afghan refugee who worked as an interpreter with U.S. troops . ( Russell Blair / Hartford Courant ),0
425,@@7474490,vulnerable,ca,"Finally , in designing this pilot , the diversity of the province 's population will need to be taken into account . Ontario 's pilot will need to include inner city , rural , and suburban populations , and also take into account the province 's social and cultural diversity . The differential impacts of the intervention on various populations will yield knowledge essential to the successful implementation of a basic income program that meets the needs of our most vulnerable neighbours .",0
2728,@@14864402,refugee,gb,"Mr Orban was the first EU leader to ask his people whether they wanted to accept quotas of displaced refugees , under a Union distribution scheme .",0
2955,@@13944268,disabled,lk,"Some of the known reasons for non claims of MOs are that it is being produced in a court of law , retained in rent control board on legal grounds , payee of the MO is overseas or in a bad state of health , disabled or deceased , he said adding that several other payees named in the MOs were not coming to post offices to cash it due to miscommunication and unknown reasons . An MO is valid for six months from the last day of the month of its issue . But under exceptional circumstances , the payment of a lapsed MO is considered for refunding up to two years from the last day of the month of its issue . According to the regulation made under Section 45 of the Post Office Ordinance , an MO can not be refunded after a 2 -year period lapses .",0
8086,@@20626133,women,us,"According to a 2015 analysis in The New York Times , 1.5 million black men are disengaged or "" missing "" from American society , as compared to black women . Though there is no gender gap in childhood , an imbalance appears during the teen years , and adult black men are disproportionately incarcerated or likely to die premature deaths . This lack of men has long-lasting implications for black women , families and society as a whole .",0
6289,@@1804899,migrant,tz,10 illegal Somali immigrants killed while escaping to S A,0
3708,@@22299911,in-need,ng,"He said , "" We must ensure the safety of aid workers and aid convoys across the North-East of Nigeria so that people in need of assistance can access it in a timely manner and in sufficient quantity . Many lives are at risk . """,1
8586,@@8855100,migrant,gb,A miniscule percentage and one wonders how many are illegal immigrants or those who simply choose not to engage with the multiple agencies all set up to assist .,0
814,@@7060410,immigrant,nz,"The new paper also highlights the rising numbers of foreign-born persons in the U.S. Rubenstein explains : "" The immigrant share of the U.S. population has increased 2.8-fold since 1970 ... Only in 1900 and 1910 was the foreign-born percentage of population higher than it is today .... "" Rubenstein also notes the impact of second generation immigrants on America 's population size and growth . In 2012 , they were estimated at 35.7 million -- "" nearly as large a group as the foreign-born themselves ... The Pew Research Center projects that 37% of the U.S. population will be immigrants or the children of immigrants in 2050 -- the highest level in modern history . """,0
2024,@@16636256,refugee,us,"White House spokesman Sean Spicer pushed back Sunday against criticism of the temporary refugee ban , saying President Trump "" is not going to apologize for putting the safety of this country first and foremost . """,0
871,@@8286734,homeless,us,"RIVIERA : Family rejection , discrimination , and violence -- facts of life for many in this community . It turns out that one in five transgender people end up homeless at one point in their lives . And according to one survey , close to half attempt suicide .",0
8387,@@16973428,refugee,ke,Asylum seekers from Somalia were asked to report to Dadaab while those from other countries were asked to report to Kakuma refugee camp .,0
3696,@@16754544,migrant,ph,"JUST days after his inauguration , Donald Trump has set into motion his plan to build a wall along the common border between the United States and Mexico purportedly to keep off illegal immigrants .",0
9998,@@4628583,in-need,bd,""" In addition , the Members of Parliament will visit two projects that focus on the inclusion of street children and victims of acid attacks to demonstrate their solidarity with those vulnerable groups in need of support . Finally , on April 29 the delegation will brief the journalists on the outcome of the visit at a press conference . """,3
5481,@@25596466,hopeless,nz,"? ? ? Either we will shut down Taj Mahal or you demolish or restore it , ? ? ? Supreme Court tells Centre : The top court said the preservation of the 16th-century mausoleum is a ? ? ? hopeless cause ? ? ? . ? ?",0
6286,@@16485873,immigrant,ke,"In the memoir , Obama embarks in a search for the meaning to his life as the son of a black immigrant and a white mother .",0
4227,@@25117293,women,in,"We have done a great deal of work but the biggest thing we have done is to make the ministry a powerful tool for the protection of women ... Over the last four years , every time somebody comes up with a good idea or proposes an area in which women need help , we have adopted it immediately . We have been doing two things -- policymaking , which also pushes other ministries , and looking at individual cases of suffering . For me , both components are equally important .",3
552,@@24194323,hopeless,in,"Ross Perot was no eccentric outlier in 1992 when he spoke of the "" great sucking sound "" of jobs disappearing to Mexico . Nor was Patrick Buchanan another hopelessly unrepresentative politician when he called for social and economic justice for white American workers . In a November 1993 Gallup poll , a majority of Americans opposed NAFTA . A majority of Americans polled by Pew in January 1999 opposed President Bill Clinton 's granting of most-favoured-nation trading status to China -- the prelude to the latter 's accession to the World Trade Organization .",0
4405,@@8858264,homeless,lk,"Main menu <h> Floods kill 8 , leave thousands homeless",0
2948,@@15761028,poor-families,sg,"Economic growth for Asia was 5.9 percent last year , down from 6.3 percent in 2014 and an average of nearly 8 percent over the previous decade . With less money in their pockets , poor families buy less food .",0
6925,@@50084717,vulnerable,gb,""" So you tend to find if an inmate falls out with a prison officer for whatever reason then they might pay someone who 's vulnerable usually to go and do that . """,0
5939,@@17404903,homeless,sg,"In 2014 , KCR had promised to build 2-bedroom homes for the homeless and those living in thatched houses , each costing Rs 3 lakh .",0
7826,@@8926536,immigrant,gb,"But Roger Morgan points out that many of Herefordshire 's agricultural workers come from Eastern Europe , and there 's a long tradition of immigrants to the area from Portugal and a sizeable gypsy and traveller community . The bid team is looking for ways to involve them .",0
1808,@@16856161,poor-families,in,"1 ) Rs 1000 pension for 1 crore poor families ,",0
2682,@@13539830,hopeless,gh,"CONTROVERSIAL Ghanaian rapper , Wanlove , has waded into the issue of the country 's economic mismanagement , strongly attacking the John Mahama 's NDC administration for creating a confused and a hopeless state of affairs for the people of the country .",0
460,@@15998404,immigrant,au,"Am I an immigrant ? No , because I 'm not here permanently . I 'm a short-term immigrant .",0
1944,@@24212114,women,sg,"The communications consultant , who will be casting her ballot for the first time , said she had yet to decide how she will vote , but wants a government that cares about environmental issues , women 's rights and reliable public services .",0
422,@@8410988,hopeless,in,"When Anna Hazare returned here after retiring from the army as a Havildar and a truck driver after surviving a near fatal accident , he believed that God had spared his life for a purpose . This was 1975 and Ralegaon Siddhi was a place of poverty and hopelessness .",1
158,@@3585170,immigrant,gb,"The land of immigrants enshrined freedom of religion in the constitution yet spent much of its history despising , harassing and marginalising Catholics .",0
3714,@@467126,women,za,"' You strike a woman , you strike a rock ' was the cry uttered by a group of women in Kuyasa , Khayelitsha , who killed a 27-year-old suspected thief yesterday morning .",0
3180,@@21791940,refugee,my,The social enterprise aims to empower and transform the lives of refugee children by improving the quality of the community learning centres and helping them become self-sufficient individuals .,1
8468,@@4875256,hopeless,nz,She decided to be the hope for the hopeless and home for the homeless .,4
5003,@@25638194,hopeless,ke,"That young men in this city are hopelessly broke is a tired , hollow fallacy . For you all anti-men crusaders , this is for you : these blokes have moolah , just that they are disinclined to spend a fortune on undeserving women .",0
1774,@@16861420,poor-families,sg,"It also commits to provide Rs 1,000 monthly pension to one crore poor families and one time food at Rs 10 to urban poor , 33 per cent reservation to women in government jobs and 50 per cent reservation in panchayat and local bodies elections besides power , road and water to every village in five years .",0
3611,@@20445624,in-need,nz,"Not only can some people not achieve the 30% criteria , but they actually ca n't afford a house in the market at all , even if they spent 100% of their income on housing costs . These are households that are most likely to be in need of social housing , which is subsidised by the government to ensure that all families have access to housing .",0
10144,@@21065602,refugee,lk,The story of raping a Rohingya refugee girl by a Police Constable a few weeks ago would n't have come to light unless a group allegedly led by some monks barged into the UNHCR safe house for Rohingya refugees in Mount Lavinia on September 26 . Media again seems to have thought it fit to suppress the story .,0
298,@@1958113,homeless,tz,New Dar master plan to render millions homeless,0
1631,@@2995857,hopeless,za,""" Luxury "" is a hopeless misnomer . These watches are not more comfortable on your wrist than a Casio or Timex . They are simply very , very expensive . And , being a mechanical watch with a clockwork mechanism , they need a full service once every 3 years , costing many thousands .",0
10338,@@588893,poor-families,au,"IN 2004 , a small group of women from St John 's Anglican Church in Hervey Bay decided to meet together to sew clothes and bedding for orphan children and poor families being cared for by Australian volunteers in Tanzania , East Africa .",0
3805,@@21303300,refugee,pk,"Security guards at Berlin shelters are encouraging refugees to go into prostitution , German public television has reported , sparking outrage with Berlin saying on Wednesday it was taking the allegations "" very seriously "" .",0
7490,@@25759136,in-need,sg,"How these homes were built ? The builders of the Neolithic era was done quite rough blocks of stone using flint tools . Apparently , they 'd break blocks from the cliff , hammering in the cracks of the wooden pegs . Stone blocks "" were cementious "" clay , this means that after each rainy winter the walls were in need of repair .",0
3572,@@7722751,immigrant,nz,"The legislation , sponsored by what became known as a bipartisan "" Gang of Eight "" senators , would have created a pathway to citizenship for illegal immigrants , but only if steps were taken to secure the US southern border with Mexico and strengthen visa tracking .",0
2098,@@2824157,vulnerable,lk,""" The financial crisis at the CEB and CPC has now become a crisis in the financial sector . This is a grave situation . If this imbalance is not solved , the country is vulnerable of facing a financial crisis . The CPC and CEB runs today with the blessings of its employees , without whom the institute will be crippled . """,0
3933,@@20016996,in-need,ng,"This is not a task for Buhari 's media te ? am . But just as they tried to put out a fire in London , anot ? her had already star ? ted at home . By the way , a Presidential media department is a Fire Service office and an ambulance operation . There is always another fire next time and victims in need of desperate rescue . In the pr ? esent instance , a gr ? oup called "" Our-mumu ? -don-do "" group , led by Charly Boy , the self-acclaimed Area Fada of Frustrated Nigerians had begun a protest in Abuja ask ? ing President Buhari to resume office or resign .",0
3439,@@3759271,poor-families,us,"They were best buddies growing up in Ashley , quit school to help their family financially and later joined the Civilian Conservation Corps , the military-like federal program during the Depression that provided unskilled manual labor jobs to men from poor families .",1
4836,@@1951166,vulnerable,gh,The study observed severe deficits in voice and space for citizens specially the vulnerable ( women ) during the planning processes .,0
6252,@@23748109,disabled,nz,"Currently 42% of disabled young people aged between 15-24 are not engaged in education , employment or training and the unemployment rate of disabled people is twice that of non-disabled . Turning these statistics around is critical .",0
5787,@@9768141,poor-families,nz,"Grimes is n't some crank - he 's a former Reserve Bank chairman and Auckland University professor , who says current estimates of housing shortages are "" nonsensical "" and wo n't make homes affordable for young or poor families .",0
7012,@@21414961,immigrant,nz,One immigrant to another .. Mr Plant at the Albert Einstein memorial in Washington . PHOTO : SUPPLIED,0
3536,@@13662002,hopeless,nz,"Meanwhile , her partner in sales and mum-of-four Nita ( Angela Griffin ) is shacked up with a hopeless rogue whose "" promises are like his babies , easy to make , hard to deliver "" . And posh Pauline ( Penelope Wilton ) lives a lonely life in a big house with a husband who seems solely obsessed with his ascent through the hierarchy of the local Rotary club .",0
7493,@@14256337,immigrant,ca,"Among the values Leitch believes Canada should require support for from future immigrants , gender equality has pride of place . Fair enough . But many religions do not treat men and women equally . The Catholic Church for one does not . It denies women access to the priesthood . It frowns on contraception , has long been at the forefront of the fight against abortion rights and opposes same-sex marriage .",0
8182,@@24276102,refugee,ng,"Nigerian refugees and asylum-seekers who fled Boko Haram violence have been "" forced "" to return to the country , despite previous warnings against such .",0
9702,@@3042520,disabled,za,"The Chaeli Campaign presents a line up of great South African music and theatre at the Ability Festival from 4 to 7 March at the Masque Theatre in Muizenburg . Fun for all the family , the festival features a programme of top-class theatre , dance and great music , while aiming to grow the conversation about ability/disability and inclusion in South Africa through the arts . The festival offers art that explores ability as well as providing a platform for artists who are themselves disabled to showcase their talent .",0
2362,@@19374176,disabled,gh,70 people living with disabilities have been employed in the first phase of the initiative with another 200 disabled persons soon to be employed .,0
4926,@@19899131,hopeless,sg,"They were hopelessly in love but poor . He never believed in borrowing money just to make their lives better . As a result , the first flat that they moved into was spartan and un-renovated . They started with a rented room where they stayed with relatives . Together with the love of his life by his side , they eventually managed to save up enough to buy a five-room flat in Tampines for $75,000 .",0
7906,@@26199482,immigrant,ke,The song is a protest against the policy that saw thousands of immigrant children separated from their parents in June after crossing the southern border with Mexico without documents .,0
2399,@@396701,women,hk,"Mr. Yi on Wednesday deleted the post , but not before it received a rash of criticism from China 's online community , with many saying it left many women unequal under the law . "" That is to say , for officers , beating street merchants is less harmful than breaking into shops ; for court guards , abusing a petitioning woman like Tang Hui is less harmful than abusing an official 's wife , "" said Li Chengpeng , a well-known writer and commentator , who is no relation to Li Tianyi .",0
1947,@@10080010,homeless,tz,"Recently , over 400 families were left homeless in Mtwara Region after heavy rains and gusty winds swept away the roofs of their houses . Government buildings , schools and over 6,000 cashewnut trees are among the properties destroyed as the rains pounded the region for four days",0
2942,@@7781865,poor-families,gb,"She will state : "" It is n't a foregone conclusion that children born to poor families are half as likely to get to university as their wealthier classmates .",0
7079,@@24314923,in-need,gb,"The Island ( theislandyork.org ) provides young people with fully-trained volunteer mentors , who provide one-to-one support to young people in need of support over 12 months . <h> Ipsoregulated",0
8488,@@17494778,immigrant,ie,""" We insist on tolerance for the refugee , for the immigrant , for the stranger among us , in the name of the millions of Irish , of our own people who knew the hardship and the hurt of being refugees from famine .",3
7312,@@25758041,immigrant,ke,"Vanessa said US President Donald Trump 's arrival in the White House had made her very anxious for parents and other undocumented immigrants -- there are more than 11 million in the United States , according to the Pew Research Center .",0
65,@@15172256,homeless,ca,"The homeless shelter provides a secure environment to sleep at night but nothing can be left there during the day , even if the individual is returning that night . The Champion Centre now offers a locked room with shelves where personal items can be stored , said Schnee . Lockers with a lock and key would be preferable .",0
4889,@@17259476,migrant,jm,News <h> How immigrants are detained in the US and deported,0
